MTS793|MPT|DEU|1|2|,|.|:|49|1|1|A

Bediener Information			Zylinder Druckfestigkeit (100mm)			Zeit:	18,911133	s	26.03.2024 09:41:33
Datum	26.03.2024
Prüfer:	Glagow/Bindnagel
Probebezeichnung	20240227_7188_M04_Z01
Protokoll Seite	-
Durchmesser [mm]:	99
Höhe [mm]:	299
Masse [g]:	5400
Bediener Information Ende

Datenerfassung						Zeit:	122,02637	s	26.03.2024 09:43:16
Ch 1 Weg	Ch 1 Prüfkraft
mm	kN
0,0019916922	3,9090602
-5,2018037	-349,08319

Datenerfassung						Zeit:	122,03125	s	26.03.2024 09:43:16
Laufzeit	Ch 1 Kraft dP Sollwert	Ch 1 Prüfkraft	Ch 1 Weg	Datum	Tageszeit
s	kN	kN	mm	d	d
69,060547	0	-150,54251	-0,22832403	45377	0,38590348
69,185547	0	-152,09656	-0,22874773	45377	0,38590494
69,310547	0	-152,23245	-0,23047386	45377	0,38590637
69,435547	0	-151,27386	-0,2303202	45377	0,38590783
69,560547	0	-152,14111	-0,23161368	45377	0,38590926
69,685547	0	-153,98871	-0,23262967	45377	0,38591072
69,810547	0	-154,42352	-0,23430358	45377	0,38591215
69,935547	0	-153,24678	-0,23516889	45377	0,38591361
70,060547	0	-153,7704	-0,23472579	45377	0,38591504
70,185547	0	-155,70428	-0,23769468	45377	0,3859165
70,310547	0	-156,38258	-0,23618189	45377	0,38591793
70,435547	0	-155,76523	-0,23728143	45377	0,38591939
70,560547	0	-155,72305	-0,237911	45377	0,38592085
70,685547	0	-157,71429	-0,2405293	45377	0,38592228
70,810547	0	-158,3315	-0,24082021	45377	0,38592374
70,935547	0	-157,68987	-0,24151844	45377	0,38592517
71,060547	0	-157,72964	-0,24225245	45377	0,38592663
71,185547	0	-159,29755	-0,24373838	45377	0,38592806
71,310547	0	-160,17017	-0,2441591	45377	0,38592952
71,435547	0	-159,89299	-0,24504828	45377	0,38593096
71,560547	0	-159,58321	-0,24580617	45377	0,38593242
71,685547	0	-160,93176	-0,24777548	45377	0,38593385
71,810547	0	-162,48878	-0,24786201	45377	0,38593531
71,935547	0	-162,32889	-0,24901973	45377	0,38593677
72,060547	0	-161,62048	-0,2488765	45377	0,3859382
72,185547	0	-162,47388	-0,25002825	45377	0,38593966
72,310547	0	-164,45201	-0,25225568	45377	0,38594109
72,435547	0	-164,56705	-0,2513068	45377	0,38594255
72,560547	0	-163,23726	-0,25277036	45377	0,38594398
72,685547	0	-164,05489	-0,25396988	45377	0,38594544
72,810547	0	-166,31331	-0,25502315	45377	0,38594687
72,935547	0	-166,56485	-0,25593472	45377	0,38594833
73,060547	0	-165,22881	-0,25625396	45377	0,38594976
73,185547	0	-165,60342	-0,25799352	45377	0,38595122
73,310547	0	-168,35776	-0,25888717	45377	0,38595268
73,435547	0	-168,6893	-0,25928104	45377	0,38595411
73,560547	0	-167,03304	-0,25954065	45377	0,38595557
73,685547	0	-168,11546	-0,26198289	45377	0,385957
73,810547	0	-170,33797	-0,26298395	45377	0,38595846
73,935547	0	-170,43124	-0,26318535	45377	0,38595989
74,060547	0	-169,20056	-0,26485929	45377	0,38596135
74,185547	0	-170,28731	-0,26545754	45377	0,38596278
74,310547	0	-172,35872	-0,26542619	45377	0,38596424
74,435547	0	-172,44902	-0,2662915	45377	0,38596568
74,560547	0	-170,90392	-0,26710609	45377	0,38596714
74,685547	0	-172,38359	-0,26846221	45377	0,3859686
74,810547	0	-174,26338	-0,2683548	45377	0,38597003
74,935547	0	-174,25012	-0,27023312	45377	0,38597149
75,060547	0	-172,69698	-0,27100593	45377	0,38597292
75,185547	0	-174,53816	-0,27214125	45377	0,38597438
75,310547	0	-176,1454	-0,27244711	45377	0,38597581
75,435547	0	-175,84201	-0,2735168	45377	0,38597727
75,560547	0	-174,89459	-0,27450442	45377	0,3859787
75,685547	0	-176,46606	-0,27551594	45377	0,38598016
75,810547	0	-178,16867	-0,27588147	45377	0,38598159
75,935547	0	-177,81268	-0,27704367	45377	0,38598305
76,060547	0	-176,66173	-0,27819392	45377	0,38598451
76,185547	0	-178,19461	-0,27864149	45377	0,38598594
76,310547	0	-180,19077	-0,27955455	45377	0,3859874
76,435547	0	-179,9799	-0,28015578	45377	0,38598883
76,560547	0	-179,13725	-0,28130305	45377	0,38599029
76,685547	0	-179,78397	-0,28254431	45377	0,38599172
76,810547	0	-181,89381	-0,28406158	45377	0,38599318
76,935547	0	-182,07292	-0,28421077	45377	0,38599461
77,060547	0	-181,10152	-0,28534013	45377	0,38599607
77,185547	0	-181,70367	-0,28582799	45377	0,3859975
77,310547	0	-183,69731	-0,28735718	45377	0,38599896
77,435547	0	-184,13629	-0,2870976	45377	0,38600042
77,560547	0	-183,54799	-0,28833887	45377	0,38600186
77,685547	0	-183,59047	-0,289143	45377	0,38600332
77,810547	0	-185,27191	-0,29050064	45377	0,38600475
77,935547	0	-186,11577	-0,29055285	45377	0,38600621
78,060547	0	-185,43732	-0,29246846	45377	0,38600764
78,185547	0	-185,73862	-0,29281756	45377	0,3860091
78,310547	0	-187,09045	-0,29426768	45377	0,38601053
78,435547	0	-187,95055	-0,29483014	45377	0,38601199
78,560547	0	-187,5576	-0,29405734	45377	0,38601342
78,685547	0	-187,2639	-0,29579243	45377	0,38601488
78,810547	0	-188,87978	-0,29777664	45377	0,38601634
78,935547	0	-190,20345	-0,2980825	45377	0,38601777
79,060547	0	-189,76595	-0,29862258	45377	0,38601923
79,185547	0	-189,32384	-0,29976088	45377	0,38602066
79,310547	0	-190,56615	-0,30020696	45377	0,38602212
79,435547	0	-192,01514	-0,3029103	45377	0,38602355
79,560547	0	-192,13762	-0,30196741	45377	0,38602501
79,685547	0	-191,32581	-0,30391136	45377	0,38602644
79,810547	0	-192,12227	-0,30577922	45377	0,3860279
79,935547	0	-194,20143	-0,30632526	45377	0,38602933
80,060547	0	-194,3175	-0,30693844	45377	0,38603079
80,185547	0	-193,11722	-0,30783656	45377	0,38603225
80,310547	0	-193,59242	-0,30836171	45377	0,38603368
80,435547	0	-196,10625	-0,30793652	45377	0,38603514
80,560547	0	-196,46179	-0,31035042	45377	0,38603657
80,685547	0	-194,90849	-0,31072041	45377	0,38603804
80,810547	0	-195,63448	-0,31279865	45377	0,38603947
80,935547	0	-198,09332	-0,31332082	45377	0,38604093
81,060547	0	-198,41682	-0,31314176	45377	0,38604236
81,185547	0	-196,77188	-0,31465158	45377	0,38604382
81,310547	0	-197,59308	-0,31701475	45377	0,38604525
81,435547	0	-200,00841	-0,31675965	45377	0,38604671
81,560547	0	-200,18678	-0,31808594	45377	0,38604817
81,685547	0	-198,62976	-0,31830078	45377	0,3860496
81,810547	0	-199,62799	-0,3190527	45377	0,38605106
81,935547	0	-202,00145	-0,32070574	45377	0,38605249
82,060547	0	-201,90414	-0,32274517	45377	0,38605395
82,185547	0	-200,53696	-0,32148302	45377	0,38605538
82,310547	0	-201,64441	-0,32263178	45377	0,38605684
82,435547	0	-203,8912	-0,32454589	45377	0,38605827
82,560547	0	-203,81403	-0,32464883	45377	0,38605973
82,685547	0	-202,60255	-0,32547835	45377	0,38606116
82,810547	0	-203,77707	-0,32694936	45377	0,38606262
82,935547	0	-206,00717	-0,32765502	45377	0,38606408
83,060547	0	-205,78455	-0,32797578	45377	0,38606551
83,185547	0	-204,7218	-0,32973474	45377	0,38606697
83,310547	0	-206,25037	-0,33079249	45377	0,3860684
83,435547	0	-208,14146	-0,33134601	45377	0,38606986
83,560547	0	-207,42264	-0,33302587	45377	0,38607129
83,685547	0	-206,7652	-0,33393595	45377	0,38607275
83,810547	0	-208,2489	-0,33396131	45377	0,38607419
83,935547	0	-209,89012	-0,33487883	45377	0,38607565
84,060547	0	-209,23074	-0,33560985	45377	0,38607708
84,185547	0	-208,82126	-0,33734494	45377	0,38607854
84,310547	0	-210,00291	-0,33850715	45377	0,38608
84,435547	0	-211,42329	-0,33840269	45377	0,38608143
84,560547	0	-211,7097	-0,3400811	45377	0,38608289
84,685547	0	-210,83426	-0,34072709	45377	0,38608432
84,810547	0	-211,60435	-0,34109113	45377	0,38608578
84,935547	0	-213,25003	-0,34284559	45377	0,38608721
85,060547	0	-213,81985	-0,34265614	45377	0,38608867
85,185547	0	-212,94858	-0,34416592	45377	0,3860901
85,310547	0	-213,63985	-0,34471643	45377	0,38609156
85,435547	0	-215,06558	-0,34661266	45377	0,38609299
85,560547	0	-215,7348	-0,34727803	45377	0,38609445
85,685547	0	-215,17094	-0,34734815	45377	0,38609591
85,810547	0	-215,35049	-0,34965315	45377	0,38609734
85,935547	0	-217,15399	-0,35007387	45377	0,3860988
86,060547	0	-217,88026	-0,35160306	45377	0,38610023
86,185547	0	-216,82481	-0,35138527	45377	0,38610169
86,310547	0	-217,17767	-0,35355896	45377	0,38610312
86,435547	0	-218,78178	-0,35395133	45377	0,38610458
86,560547	0	-219,6024	-0,35549843	45377	0,38610601
86,685547	0	-219,16788	-0,35589528	45377	0,38610747
86,810547	0	-219,35355	-0,35660991	45377	0,38610891
86,935547	0	-220,68333	-0,35731557	45377	0,38611037
87,060547	0	-221,83623	-0,359449	45377	0,38611183
87,185547	0	-221,30814	-0,36050078	45377	0,38611326
87,310547	0	-221,19727	-0,36043066	45377	0,38611472
87,435547	0	-222,46625	-0,3626745	45377	0,38611615
87,560547	0	-223,77637	-0,36376509	45377	0,38611761
